Date,Open,High,Low,Close,Adj Close,Volume
8/25/16,217.399994,219.119995,216.25,217.380005,191.526443,405617300
9/1/16,217.369995,219.220001,216.029999,219.009995,192.962555,310395100
9/8/16,218.619995,218.940002,212.309998,213.149994,187.79953,780817200
9/15/16,212.960007,216.029999,212.570007,215.820007,190.151962,549864500
9/22/16,217,217.529999,213.619995,216.639999,191.838654,406042700
9/29/16,216.399994,217.119995,213.990005,215.630005,190.944275,521549700
10/6/16,215.369995,216.699997,212.580002,213.710007,189.244064,408804200
10/13/16,212.160004,214.690002,211.210007,214.279999,189.748825,396367800
10/20/16,213.869995,215.320007,212.759995,213.740005,189.270584,365123300
10/27/16,214.580002,214.619995,209.229996,209.740005,185.728546,505228500
11/3/16,209.990005,217.100006,208.380005,216.380005,191.608414,673057400
11/10/16,217.300003,218.309998,215.220001,217.869995,192.927826,524516300
11/17/16,218.050003,220.789993,217.919998,220.699997,195.433823,352514800
11/24/16,221.100006,221.820007,220.169998,220.380005,195.150452,297623300
12/1/16,220.729996,224.669998,219.149994,224.600006,198.887375,392334100
12/8/16,224.570007,228.339996,224.259995,225.880005,200.020813,542715600
12/15/16,226.160004,227.809998,224.669998,225.770004,199.923386,529481700
12/22/16,225.600006,226.729996,224.270004,224.399994,199.88147,199684400
12/29/16,224.479996,226.75,222.729996,226.580002,201.823288,327805300
1/5/17,226.270004,227.75,225.479996,227.100006,202.286514,335300500
1/12/17,226.5,227.399994,224.960007,226.75,201.974701,250865200
1/19/17,226.839996,229.570007,225.270004,229.570007,204.486618,450832000
1/26/17,229.399994,229.710007,226.320007,227.619995,202.749619,354417600
2/2/17,227.619995,229.660004,226.820007,229.240005,204.192642,317508300
2/9/17,229.240005,235.139999,229.240005,234.919998,209.251953,345048000
2/16/17,234.949997,236.690002,233.850006,236.279999,210.46344,312987800
2/23/17,236.880005,240.320007,235.410004,239.779999,213.581009,459633000
3/2/17,239.559998,239.570007,236.399994,236.559998,210.71283,350884300
3/9/17,236.699997,239.440002,235.740005,238.949997,212.841721,385895000
3/16/17,239.110001,239.199997,233.050003,234.279999,208.681992,449261600
3/23/17,234.279999,235.809998,231.610001,235.539993,210.71698,455804000
3/30/17,235.470001,237.389999,233.910004,234.779999,210.037109,381284300
4/6/17,234.940002,236.259995,233.339996,234.029999,209.366135,381073100
4/13/17,233.639999,234.949997,232.509995,233.440002,208.838364,313211500
4/20/17,234.149994,239.529999,233.779999,238.399994,213.275604,483572700
4/27/17,238.770004,239.169998,237.699997,238.479996,213.347153,318339000
5/4/17,238.830002,240.190002,237.779999,239.869995,214.590714,277506700
5/11/17,239.350006,240.669998,235.75,235.820007,210.967529,401605800
5/18/17,235.729996,240.729996,235.429993,240.610001,215.252762,378339100
5/25/17,241.199997,242.080002,240.639999,241.440002,215.995239,237699500
6/1/17,241.970001,244.350006,241.639999,243.660004,217.981247,306846600
6/8/17,243.770004,245.009995,241.949997,244.240005,218.500168,422984500
6/15/17,242.679993,244.729996,241.630005,242.949997,217.3461,329025800
6/22/17,242.960007,244.380005,241.309998,243.490005,218.891418,320125700
6/29/17,243.660004,243.720001,239.960007,242.770004,218.244156,287351800
7/6/17,241.889999,244.199997,240.339996,244.009995,219.358917,270001400
7/13/17,244.020004,247,243.759995,246.990005,222.037872,227043000
7/20/17,247.279999,247.800003,246.179993,247.429993,222.433426,278589300
7/27/17,247.960007,248,245.679993,247.440002,222.442444,288955300
8/3/17,247.309998,248.910004,246.059998,247.25,222.271622,257394800
8/10/17,246.289993,247.570007,243.699997,246.940002,221.992905,380599500
8/17/17,246.240005,246.600006,241.830002,244.559998,219.853394,444052000
8/24/17,245,246.320007,242.929993,246.009995,221.15686,268919700
8/31/17,246.720001,248.330002,244.949997,246.899994,221.95694,315126600
9/7/17,247.25,250.210007,246.300003,250.169998,224.896652,309356300
9/14/17,249.800003,250.320007,248.570007,250.059998,224.797699,343796100
9/21/17,249.880005,250.490005,248.080002,250.050003,225.904282,291573200
9/28/17,249.729996,253.440002,249.630005,253.160004,228.713989,312143600
10/5/17,253.539993,255.050003,253.199997,255.020004,230.394379,270703600
10/12/17,254.660004,255.949997,254.369995,255.720001,231.026825,212536500
10/19/17,254.830002,257.51001,254,255.289993,230.638306,385646700
10/26/17,255.990005,258.429993,255.479996,257.48999,232.625885,324153700
11/2/17,257.410004,259.350006,256.190002,259.109985,234.089371,273663600
11/9/17,257.730011,258.589996,255.630005,256.440002,231.677277,347425500
11/16/17,257.519989,260.200012,257.470001,259.76001,234.676697,305819500
11/23/17,260.320007,263.630005,260,262.709991,237.341797,256615200
11/30/17,263.76001,266.799988,260.76001,263.23999,237.820648,540219000
12/7/17,264.070007,267.559998,262.940002,266.75,240.991699,424961200
12/14/17,267.089996,268.600006,265.390015,267.029999,241.244644,488065000
12/21/17,267.73999,268.390015,266.890015,267.320007,242.741104,248748600
12/28/17,267.890015,270.640015,266.640015,270.470001,245.601456,317849600
1/4/18,271.200012,275.25,270.540009,274.119995,248.915878,348307900
1/11/18,274.75,280.089996,274.559998,279.609985,253.901108,372991500
1/18/18,279.480011,284.700012,278.579987,283.179993,257.142822,564871300
1/25/18,284.160004,286.630005,280.679993,281.899994,255.980606,522609900
2/1/18,281.070007,283.059998,258.700012,267.670013,243.05899,1080362000
2/8/18,268.01001,270,252.919998,269.589996,244.802429,875710100
2/15/18,271.570007,275.320007,268.769989,270.049988,245.220078,456873800
2/22/18,271.100006,278.920013,269.640015,271.649994,246.672974,510776100
3/1/18,271.410004,273.390015,264.820007,272.779999,247.699051,579522400
3/8/18,273.549988,280.410004,272.420013,275.299988,249.987396,450315300
3/15/18,275.880005,276.609985,268.619995,270.429993,245.565155,431452000
3/22/18,267.910004,268.869995,257.829987,259.829987,236.88472,750670500
3/29/18,261.119995,265.26001,254.669998,263.559998,240.28537,541560100
4/5/18,265.549988,266.640015,258,263.76001,240.467682,562285900
4/12/18,265.26001,271.299988,264.01001,270.390015,246.512238,339360900
4/19/18,269.649994,269.880005,260.850006,263.630005,240.349167,459893400
4/26/18,264.790009,267.890015,262.109985,263.200012,239.957138,367540100
5/3/18,262.26001,269.869995,259.049988,269.5,245.700806,410003800
5/10/18,270.339996,274.079987,270.029999,272.23999,248.198792,327704700
5/17/18,271.940002,274.25,270.929993,273.359985,249.219925,296590900
5/24/18,272.910004,273.220001,267.76001,272.609985,248.536163,318005600
5/31/18,272.149994,277.519989,270.26001,277.399994,252.903168,324030700
6/7/18,277.950012,279.480011,276.339996,278.029999,253.477554,355401200
6/14/18,279.01001,279.329987,273.529999,275.970001,251.599472,401373800
6/21/18,275.959991,275.980011,269.100006,269.350006,246.666733,437472200
6/28/18,269.290009,273.660004,268.48999,270.899994,248.086105,279984900
7/5/18,272.170013,279.01001,270.959991,276.859985,253.54425,302991500
7/12/18,278.279999,281.179993,277.600006,281.059998,257.390564,253450700
7/19/18,280.309998,284.369995,279.059998,284.01001,260.092163,337707200
7/26/18,283.200012,284.109985,279.359985,280.859985,257.207306,320854500
8/2/18,279.390015,286.01001,279.160004,285.459991,261.420013,242073900
8/9/18,285.529999,285.970001,280.160004,281.779999,258.049927,325293300
8/16/18,283.399994,287.309998,283.359985,286.170013,262.070313,287659200
8/23/18,285.970001,291.73999,285.429993,291.480011,266.933014,272193700
8/30/18,290.940002,291.359985,287.890015,289.029999,264.689331,257417100
9/6/18,289.149994,289.799988,286.709991,289.119995,264.771759,299986900
9/13/18,290.320007,291.690002,289.029999,291.220001,266.694946,285369100
9/20/18,292.640015,293.940002,289.410004,289.880005,265.467773,383359600
9/27/18,290.410004,293.209991,289.950012,291.720001,268.362244,303372600
10/4/18,291.179993,291.23999,277.880005,278.299988,256.016693,594309800
10/11/18,277.079987,281.149994,270.359985,280.450012,257.994659,789172500
10/18/18,279.399994,280.070007,264.700012,265.320007,244.076019,681034300
10/25/18,267.380005,273.230011,259.850006,270.630005,248.960876,785797500
11/1/18,271.600006,281.100006,269.589996,281.01001,258.509674,450589600
11/8/18,280.109985,281.220001,268.450012,270.200012,248.565247,487583600
11/15/18,268.779999,274.75,263.149994,265.019989,243.800064,576416100
11/22/18,263.179993,274.579987,263.070007,274.579987,252.594498,325921300
11/29/18,273.709991,280.399994,269.899994,270.25,248.611282,461712900
12/6/18,265.920013,271.220001,258.619995,265.459991,244.204773,736131300
12/13/18,266.519989,267.48999,249.350006,251.259995,231.141769,728624000
12/20/18,249.860001,251.619995,233.759995,246.179993,226.468552,873196000
12/27/18,242.570007,251.399994,238.960007,250.179993,231.492203,610592100
1/3/19,248.229996,258.910004,243.669998,257.970001,238.700317,587427800
1/10/19,256.26001,261.970001,255.5,260.980011,241.485489,404435200
1/17/19,260.01001,266.980011,259.959991,263.410004,243.734009,425580200
1/24/19,263.209991,268.519989,261.790009,267.579987,247.592529,400311200
1/31/19,267.51001,273.440002,267.269989,272.73999,252.367126,388440000
2/7/19,270.940002,275.929993,267.829987,274.98999,254.44902,376839700
2/14/19,273.779999,278.920013,272.869995,278.410004,257.613525,316054700
2/21/19,277.700012,281.309998,276.350006,279.200012,258.344513,325125700
2/28/19,278.959991,281.869995,276.839996,277.329987,256.614227,388797800
3/7/19,276.829987,282.380005,272.420013,281.339996,260.324646,406086500
3/14/19,281.369995,284.359985,280.320007,281.549988,260.518982,385904500
3/21/19,280.640015,285.179993,277.640015,279.649994,259.900696,428135500
3/28/19,280.350006,287.76001,279.070007,286.420013,266.192596,324356800
4/4/19,286.779999,288.910004,286.01001,288.290009,267.930573,279929300
4/11/19,288.829987,291.429993,287.579987,289.450012,269.008545,284839100
4/18/19,290.100006,293.160004,288.660004,292.230011,271.592255,211508100
4/25/19,292.119995,294.950012,290.730011,291.809998,271.201874,318668600
5/2/19,291.679993,294.339996,285.809998,287.529999,267.224091,465070200
5/9/19,285.230011,288.940002,279.929993,285.059998,264.928619,494150500
5/16/19,285.839996,289.209991,283.119995,285.630005,265.458344,336309800
5/23/19,283.160004,284.200012,276.709991,278.269989,258.618134,329004200
5/30/19,279.109985,282.98999,273.089996,282.959991,262.976898,394216200
6/6/19,283.290009,291.399994,282.570007,288.390015,268.023438,310239300
6/13/19,289.399994,293.649994,288.410004,293.059998,272.363678,304584800
6/20/19,296.040009,296.309998,290.350006,290.470001,269.956482,381075800
6/27/19,291.309998,298.820007,290.890015,298.799988,279.048859,280815100
7/4/19,297.440002,299.660004,295.480011,298.609985,278.871368,197068900
7/11/19,299.320007,301.130005,297.73999,297.73999,278.058929,197738500
7/18/19,297.190002,301.440002,296.700012,301.440002,281.514404,245487000
7/25/19,300.940002,302.230011,295.200012,297.429993,277.76944,288698900
8/1/19,297.600006,300.869995,281.720001,287.970001,268.934814,699425700
8/8/19,289.619995,294.149994,283.76001,283.899994,265.133881,476893400
8/15/19,284.880005,293.079987,282.390015,292.450012,273.118683,337267800
8/22/19,293.230011,293.929993,283.470001,288.890015,269.794006,399617300
8/29/19,291.720001,294.23999,289.269989,294.040009,274.603516,236789300
9/5/19,296.790009,300.339996,294,300.25,280.403015,310870900
9/12/19,301.25,302.459991,298.23999,301.100006,281.196899,308056000
9/19/19,301.529999,302.630005,294.329987,297.619995,277.94693,376325700
9/26/19,297.630005,298.459991,286.640015,288.059998,270.261169,403370600
10/3/19,287.809998,295.26001,284.820007,291.269989,273.272858,368048000
10/10/19,291.179993,299.700012,291,298.399994,279.96228,290094200
10/17/19,299.679993,300.899994,297.029999,299.880005,281.3508,232036100
10/24/19,300.910004,304.549988,299.459991,304.140015,285.347656,216734300
10/31/19,304.130005,308,301.730011,307.100006,288.124664,290222500
11/7/19,308.570007,309.98999,307.029999,309.100006,290.00119,239504000
11/14/19,308.790009,312.690002,308.089996,310.769989,291.567963,309682400
11/21/19,310.890015,315.480011,309.390015,315.480011,295.986908,230175700
11/28/19,314.859985,315.130005,307.130005,311.459991,292.215302,235382200
12/5/19,312.230011,315.309998,310.579987,314.420013,294.992462,230553400
12/12/19,314.429993,320.25,314.170013,319.589996,299.842987,369873900
12/19/19,319.799988,321.970001,319.390015,321.230011,301.381592,305712600
12/26/19,321.649994,323.799988,320.149994,321.859985,303.457367,180246400
1/2/20,323.540009,325.779999,320.359985,324.450012,305.899323,301307200
1/9/20,326.160004,329.019989,325.200012,328.190002,309.425507,283478800
1/16/20,329.700012,332.950012,329.450012,331.339996,312.395325,276553600
1/23/20,330.630005,332.529999,322.660004,326.619995,307.945221,341326800
1/30/20,324.359985,333.089996,320.730011,332.859985,313.8284,386944700
2/6/20,333.910004,337.649994,331.190002,337.420013,318.127747,255426300
2/13/20,335.859985,339.079987,335.209991,338.339996,318.995056,225125000
2/20/20,337.73999,338.640015,310.700012,311.5,293.689758,762727000
2/27/20,305.459991,313.839996,285.540009,312.859985,294.971954,1384785400
3/5/20,304.980011,308.470001,270.880005,274.359985,258.673218,1256211700
3/12/20,256,271.480011,228.020004,240,226.277786,1608694400
3/19/20,239.25,256.350006,218.259995,246.789993,232.679535,1497430800
3/26/20,249.520004,263.329987,243.899994,246.149994,233.440811,1037779200
4/2/20,245.190002,276,244.589996,274.029999,259.881348,856484500
4/9/20,277.579987,284.899994,271.410004,277.76001,263.418732,560756700
4/16/20,279.149994,287.299988,272.019989,279.100006,264.689545,597929700
4/23/20,280.48999,294.880005,278.5,293.209991,278.071014,491685100
4/30/20,291.709991,293.320007,279.130005,284.25,269.573639,482157400
5/7/20,287.75,294.23999,278.959991,281.600006,267.060486,471808900
5/14/20,278.950012,297.869995,272.98999,296.929993,281.598969,533879000
5/21/20,296.790009,303.570007,293.220001,303.529999,287.858215,336020900
5/28/20,304.649994,313.220001,299.470001,312.179993,296.061554,432089100
6/4/20,311.109985,323.410004,309.079987,319,302.52948,472440300
6/11/20,311.459991,315.640015,296.73999,311.660004,295.56839,760731600
6/18/20,310.01001,314.5,302.100006,304.089996,288.389313,492312400
6/25/20,303.470001,311.890015,298.929993,310.519989,295.783203,482993600
7/2/20,314.23999,317.679993,311.51001,316.179993,301.174591,268606600
7/9/20,316.839996,323.040009,310.679993,321.850006,306.5755,424755600
7/16/20,319.790009,327.200012,319.089996,326.859985,311.347717,288791300
7/23/20,326.470001,327.230011,319.25,325.119995,309.690338,303746800
7/30/20,321.899994,332.390015,319.640015,332.109985,316.348541,284542000
8/6/20,331.480011,338.279999,331.130005,337.440002,321.425598,268645300
8/13/20,336.609985,339.609985,335.619995,337.230011,321.225525,231345600
8/20/20,335.359985,347.859985,335.220001,347.570007,331.07486,235156700
8/27/20,348.51001,358.75,346.529999,357.700012,340.724121,297170900
9/3/20,355.869995,356.380005,332.880005,339.790009,323.664093,493095000
9/10/20,341.820007,343.059998,331,338.820007,322.740082,375872300
9/17/20,333.559998,337.700012,321.730011,322.640015,307.328064,453576300
9/24/20,321.220001,338.290009,319.799988,334.890015,320.27356,367720400
10/1/20,337.690002,342.170013,331.190002,340.76001,325.88739,370971400
10/8/20,342.850006,354.019989,341.859985,347.929993,332.744354,316143000
10/15/20,343.709991,350.75,341.040009,342.730011,327.771362,341912100
10/22/20,342.959991,345.98999,326.130005,326.660004,312.402771,389104600
10/29/20,326.910004,347.940002,322.600006,343.540009,328.546051,517207200
11/5/20,349.23999,364.380005,347.649994,356.670013,341.102997,473517900
11/12/20,355.579987,362.779999,351.26001,356.279999,340.72998,341681800
11/19/20,355.600006,363.809998,354.149994,362.660004,346.831512,301335600
11/26/20,363.839996,367.679993,359.170013,366.790009,350.781281,232545200
12/3/20,366.679993,371.049988,365.5,366.850006,350.838715,279133400
12/10/20,365.369995,371.160004,363.26001,370.170013,354.013763,306936000
12/17/20,371.940002,378.459991,362.029999,367.570007,351.527222,391198900
12/24/20,368.079987,374,367.450012,371.98999,357.270782,168594100
12/31/20,371.779999,376.980011,364.820007,373.549988,358.769043,363155400
1/7/21,376.100006,381.48999,375.910004,379.790009,364.762146,289330000
1/14/21,380.589996,384.790009,373.700012,383.890015,368.699951,270218500
1/21/21,384.48999,385.850006,372.01001,374.410004,359.595032,337119000
1/28/21,376.359985,383.700012,368.269989,381.850006,366.740662,413658600
2/4/21,382.959991,392.279999,381.970001,390.079987,374.644928,228883100
2/11/21,391.23999,394.170013,388.100006,392.390015,376.863617,196769600
2/18/21,389.589996,392.380005,380.200012,391.769989,376.268127,390086000
2/25/21,390.410004,391.880005,378.230011,381.420013,366.327698,604256400
3/4/21,381.220001,391.399994,371.880005,389.579987,374.164764,682154800
3/11/21,392.230011,398.119995,391.200012,397.26001,381.540863,396007600
3/18/21,394.480011,396.720001,387.149994,387.519989,372.18631,491027400
3/25/21,385.980011,398,383.899994,396.329987,381.894379,527641700
4/1/21,398.399994,407.23999,398.179993,406.589996,391.78067,309225000
4/8/21,407.929993,413.959991,406.929993,411.450012,396.463684,293883500
4/15/21,413.73999,417.910004,410.589996,416.070007,400.915405,369410400
4/22/21,415.890015,419.01001,411.130005,417.399994,402.19696,325516400
4/29/21,420.320007,420.720001,411.670013,415.75,400.607056,393953000
5/6/21,415.829987,422.820007,404,405.410004,390.643677,475606600
5/13/21,407.070007,417.48999,405.329987,410.859985,395.895142,420002100
5/20/21,411.799988,420.709991,411.670013,419.070007,403.806122,306517600
5/27/21,420.170013,422.720001,418.98999,420.329987,405.020203,218541600
6/3/21,417.850006,423.26001,416.279999,421.649994,406.292145,261203200
6/10/21,422.959991,425.459991,419.920013,422.109985,406.735352,270844000
6/17/21,421.670013,424.049988,414.700012,422.600006,407.20755,389593700
6/24/21,424.890015,428.779999,424.619995,428.059998,413.818115,257197800
7/1/21,428.869995,434.76001,428.799988,434.459991,420.005188,243398600
7/8/21,428.779999,437.920013,427.519989,436.23999,421.725922,343765100
7/15/21,434.809998,436.059998,421.970001,434.549988,420.092163,443320700
7/22/21,434.73999,441.029999,433.690002,438.829987,424.229736,275233800
7/29/21,439.820007,441.799988,436.100006,438.980011,424.374786,279955900
8/5/21,440.220001,443.880005,439.880005,443.779999,429.015076,214495900
8/12/21,443.619995,447.109985,438.920013,439.179993,424.568146,334145500
8/19/21,436.269989,449.459991,436.119995,448.910004,433.974426,299068300
8/26/21,448.609985,453.109985,446.160004,451.799988,436.76825,291443700
9/2/21,453.320007,454.049988,448.859985,450.910004,435.907837,197524900
9/9/21,450.700012,452.570007,443.220001,447.880005,432.978668,388646500
9/16/21,447.320007,448.359985,428.859985,437.859985,423.292053,557533400
9/23/21,439.850006,444.890015,432.940002,434.450012,421.341034,412627400
9/30/21,436.019989,436.769989,426.359985,434.899994,421.777496,602030800
10/7/21,438.390015,441.679993,431.540009,435.179993,422.049042,356383400
10/14/21,439.079987,452.730011,438.579987,452.410004,438.759094,295278600
10/21/21,451.769989,458.48999,451.049988,453.940002,440.24295,273878100
10/28/21,455.459991,465.149994,455.450012,464.720001,450.697662,271452100
11/4/21,465.359985,470.649994,462.040009,463.619995,449.63089,290221700
11/11/21,465.209991,470.48999,463.75,468.140015,454.014496,232011500
11/18/21,469.23999,473.540009,464.450012,469.440002,455.275208,315768500
11/25/21,462.339996,466.559998,450.290009,450.5,436.906799,479437200
12/2/21,450.730011,470,448.920013,469.519989,455.352783,531670400
12/9/21,468.149994,470.899994,460.25,470.600006,456.400238,440320500
12/16/21,472.570007,472.869995,451.140015,467.690002,453.578064,487911500
12/23/21,468.75,478.809998,468.640015,477.480011,464.699554,215025900
12/30/21,477.929993,479.980011,468.279999,468.380005,455.843079,368952200
1/6/22,467.890015,473.200012,456.600006,471.019989,458.412445,433241000
1/13/22,472.190002,472.880005,451.459991,451.75,439.658264,406130700
1/20/22,453.75,458.73999,420.76001,433.380005,421.779907,930823200
1/27/22,438.26001,458.119995,427.820007,457.350006,445.108368,707103500
2/3/22,450.950012,457.880005,443.829987,457.540009,445.293243,494553600
2/10/22,451.339996,457.709991,435.339996,446.600006,434.646088,589670900
2/17/22,443.220001,446.570007,421.350006,421.950012,410.655914,491871800
2/24/22,411.019989,439.720001,410.640015,437.890015,426.169281,736874800
3/3/22,440.470001,441.109985,415.119995,427.410004,415.969788,639140000
3/10/22,422.519989,435.679993,415.790009,435.619995,423.959991,536512100
3/17/22,433.589996,450.579987,433.190002,443.799988,431.921051,451448700
3/24/22,445.940002,462.070007,444.76001,458.700012,447.809082,376616400
3/31/22,457.890015,458.76001,443.470001,446.519989,435.918243,451462200
4/7/22,445.589996,450.690002,436.649994,443.309998,432.784454,405574400
4/14/22,443.549988,447.570007,435.609985,444.709991,434.151245,306917400
4/21/22,448.540009,450.01001,415.01001,417.269989,407.362762,563563100
4/28/22,422.290009,429.660004,405.019989,429.059998,418.872803,653528800
5/5/22,424.549988,425,391.959991,392.75,383.424927,755144200
5/12/22,389.369995,408.570007,385.149994,391.859985,382.556061,508591800
5/19/22,388.619995,399.450012,380.540009,397.369995,387.935242,489279500
5/26/22,398.670013,416.459991,398.450012,409.589996,399.865112,349459800
6/2/22,409.420013,417.440002,407.040009,411.220001,401.456421,332615200
6/9/22,409.339996,411.73999,370.589996,379.200012,370.196625,618867200
6/16/22,370.51001,378.720001,362.170013,374.390015,365.500854,412458500
6/23/22,376.640015,393.160004,372.890015,380.339996,372.913513,395576900
6/30/22,376.23999,385.869995,372.559998,383.25,375.766724,339212200
7/7/22,385.119995,390.640015,374.660004,378.829987,371.432983,341734400
7/14/22,373.609985,396.26001,371.040009,394.769989,387.061768,382318600
7/21/22,394.160004,402.880005,389.950012,401.040009,393.209351,326021200
7/28/22,401.890015,415.679993,398.149994,414.450012,406.357513,362223800
8/4/22,414.369995,420.140015,409.600006,419.98999,411.789307,269955100
8/11/22,422.98999,431.730011,419.209991,426.649994,418.319305,298084900
8/18/22,426.859985,428.609985,411.390015,413.670013,405.592773,293018700
8/25/22,415.23999,419.959991,395.040009,395.179993,387.463745,381082200
9/1/22,392.890015,401.559998,388.420013,397.779999,390.013031,325973800
9/8/22,395.390015,411.730011,391.119995,394.600006,386.895081,434755700
